field_1,x-etr89,y-etr89,z-wgs84,descriptio,x-gk-z3,y-gk-z3,z-DHHN,category,St,Loc,FinalD,IceD,WsIceD,WsSlushD,%Dep,MeasD,Npts,Spike,VelX,VelY,VelZ,Angle,VxErr,VyErr,VzErr,SNR1,SNR2,SNR3,Temp,Tilt,CorrFact,MeanV,Area,Flow,%Q,lat_flowtr,lon_flowtr,stem_name,layer,path,horizon_v,angle_v,ang_v_corr,ang,tke_proxy
,8.149079384000000,48.903117279999996,162.889333300000004,,3437691.839999999850988,5418761.940999999642372,114.913333300000005,h2o,"15.5",342.350000000000023,0.428000000000000,,,,0.455500000000000,0.195000000000000,80,5.000000000000000,-0.202000000000000,-0.145500000000000,0.552000000000000,-144.092500000000001,0.004500000000000,0.008000000000000,0.032000000000000,35.356499999999997,35.693500000000000,37.417499999999997,25.164999999999999,1.518000000000000,1,,,,,48.903115000000000,8.149100000000002,12,plitt-2707,file:///P:/aktiv/2021_DFG_NSFC_Econnect/200%20Data%20Acquisition/240%20Fieldwork/data/plittersdorf/flowtracker2/merged_flowtracker_dgps/plitt-2707.csv?type=csv&maxFields=10000&detectTypes=yes&xField=x-gk-z3&yField=y-gk-z3&crs=EPSG:5683&spatialIndex=no&su,0.2489462793,35.7650938874,50.7650938874,-20.7650938874,0.00055412
,8.149026210000002,48.903058039999998,163.374333299999989,,3437687.867999999783933,5418755.395999999716878,115.398333300000004,h2o,"17",342.350000000000023,0.418000000000000,,,,0.457000000000000,0.191000000000000,80,1.000000000000000,-0.144000000000000,0.019000000000000,-0.067000000000000,172.598000000000013,0.006000000000000,0.003000000000000,0.013000000000000,34.572000000000003,34.942000000000000,37.011000000000003,25.202999999999999,1.085000000000000,1,,,,,48.903039999999997,8.149039999999999,13,plitt-2707,file:///P:/aktiv/2021_DFG_NSFC_Econnect/200%20Data%20Acquisition/240%20Fieldwork/data/plittersdorf/flowtracker2/merged_flowtracker_dgps/plitt-2707.csv?type=csv&maxFields=10000&detectTypes=yes&xField=x-gk-z3&yField=y-gk-z3&crs=EPSG:5683&spatialIndex=no&su,0.1452480637,-7.5164417163,7.4835582837,22.5164417163,0.00010700
,8.148768252000000,48.902918380000003,160.747999999999990,,3437668.782999999821186,5418740.076999999582767,112.772000000000006,h2o,"18",342.350000000000023,0.779000000000000,,,,0.433000000000000,0.337000000000000,80,0.000000000000000,0.236000000000000,0.049000000000000,-0.197000000000000,11.817000000000000,0.004000000000000,0.003000000000000,0.010000000000000,34.786000000000001,34.795000000000002,36.792999999999999,25.164999999999999,0.959000000000000,1,,,,,48.902909999999999,8.148740000000000,14,plitt-2707,file:///P:/aktiv/2021_DFG_NSFC_Econnect/200%20Data%20Acquisition/240%20Fieldwork/data/plittersdorf/flowtracker2/merged_flowtracker_dgps/plitt-2707.csv?type=csv&maxFields=10000&detectTypes=yes&xField=x-gk-z3&yField=y-gk-z3&crs=EPSG:5683&spatialIndex=no&su,0.2410331927,11.7295035059,26.7295035059,3.2704964941,0.00006250
,8.148727083000002,48.902830670000000,159.784666700000002,,3437665.655999999959022,5418730.356999999843538,111.808666700000003,h2o,"19",342.350000000000023,0.624000000000000,,,,0.357000000000000,0.223000000000000,80,0.000000000000000,0.134000000000000,-0.011000000000000,0.030000000000000,-4.525000000000000,0.004000000000000,0.003000000000000,0.009000000000000,34.677000000000000,34.972000000000001,37.055000000000000,25.184999999999999,0.621000000000000,1,,,,,48.902819999999998,8.148709999999999,15,plitt-2707,file:///P:/aktiv/2021_DFG_NSFC_Econnect/200%20Data%20Acquisition/240%20Fieldwork/data/plittersdorf/flowtracker2/merged_flowtracker_dgps/plitt-2707.csv?type=csv&maxFields=10000&detectTypes=yes&xField=x-gk-z3&yField=y-gk-z3&crs=EPSG:5683&spatialIndex=no&su,0.1344507345,-4.6928625056,10.3071374944,19.6928625056,0.00005300
,8.148651202000000,48.902758960000000,160.409999999999997,,3437660.003000000026077,5418722.445000000298023,112.433999999999997,h2o,"20",342.350000000000023,0.691000000000000,,,,0.463000000000000,0.320000000000000,80,0.000000000000000,0.147000000000000,0.073000000000000,-0.290000000000000,26.390999999999998,0.005000000000000,0.003000000000000,0.012000000000000,34.741000000000000,35.377000000000002,37.456000000000003,25.172999999999998,1.211000000000000,1,,,,,48.902749999999997,8.148630000000002,16,plitt-2707,file:///P:/aktiv/2021_DFG_NSFC_Econnect/200%20Data%20Acquisition/240%20Fieldwork/data/plittersdorf/flowtracker2/merged_flowtracker_dgps/plitt-2707.csv?type=csv&maxFields=10000&detectTypes=yes&xField=x-gk-z3&yField=y-gk-z3&crs=EPSG:5683&spatialIndex=no&su,0.1641279988,26.4089322732,41.4089322732,-11.4089322732,0.00008900
,8.148584601000000,48.902675979999998,160.450333300000011,,3437655.016999999992549,5418713.270999999716878,112.474333299999998,h2o,"21",342.350000000000023,0.541000000000000,,,,0.325000000000000,0.176000000000000,80,0.000000000000000,0.033000000000000,-0.057000000000000,0.220000000000000,-59.860999999999997,0.002000000000000,0.003000000000000,0.010000000000000,35.162999999999997,35.356999999999999,37.018999999999998,25.204000000000001,0.878000000000000,1,,,,,48.902670000000001,8.148590000000000,17,plitt-2707,file:///P:/aktiv/2021_DFG_NSFC_Econnect/200%20Data%20Acquisition/240%20Fieldwork/data/plittersdorf/flowtracker2/merged_flowtracker_dgps/plitt-2707.csv?type=csv&maxFields=10000&detectTypes=yes&xField=x-gk-z3&yField=y-gk-z3&crs=EPSG:5683&spatialIndex=no&su,0.0658634952,-59.9314171781,-44.9314171781,74.9314171781,0.00005650
,8.148507328999999,48.902680869999998,159.521333300000009,,3437649.358000000007451,5418713.878000000491738,111.545333299999996,h2o,"22",342.350000000000023,0.874000000000000,,,,0.382000000000000,0.334000000000000,80,0.000000000000000,0.265000000000000,-0.059000000000000,0.212000000000000,-12.436999999999999,0.006000000000000,0.007000000000000,0.026000000000000,35.136000000000003,35.590000000000003,37.777000000000001,25.172999999999998,0.325000000000000,1,,,,,48.902679999999997,8.148510000000000,18,plitt-2707,file:///P:/aktiv/2021_DFG_NSFC_Econnect/200%20Data%20Acquisition/240%20Fieldwork/data/plittersdorf/flowtracker2/merged_flowtracker_dgps/plitt-2707.csv?type=csv&maxFields=10000&detectTypes=yes&xField=x-gk-z3&yField=y-gk-z3&crs=EPSG:5683&spatialIndex=no&su,0.2714884896,-12.5516985507,2.4483014493,27.5516985507,0.00038050
,8.148580209000000,48.902622160000000,160.151999999999987,,3437654.628000000026077,5418707.290000000968575,112.176000000000002,h2o,"23.5",342.350000000000023,0.419000000000000,,,,0.467000000000000,0.195500000000000,80,3.500000000000000,-0.193500000000000,-0.050000000000000,0.192500000000000,-165.576999999999998,0.004000000000000,0.008000000000000,0.035000000000000,37.898000000000003,38.345500000000001,40.160499999999999,25.193000000000001,1.168000000000000,1,,,,,48.902614999999997,8.148580000000003,19,plitt-2707,file:///P:/aktiv/2021_DFG_NSFC_Econnect/200%20Data%20Acquisition/240%20Fieldwork/data/plittersdorf/flowtracker2/merged_flowtracker_dgps/plitt-2707.csv?type=csv&maxFields=10000&detectTypes=yes&xField=x-gk-z3&yField=y-gk-z3&crs=EPSG:5683&spatialIndex=no&su,0.1998555729,14.4882032280,29.4882032280,0.5117967720,0.00065250
,8.148466772000003,48.902605889999997,160.235666699999996,,3437646.291999999899417,5418705.574000000953674,112.259666699999997,h2o,"25",342.350000000000023,0.871000000000000,,,,0.413000000000000,0.360000000000000,80,1.000000000000000,-0.191000000000000,-0.126000000000000,0.487000000000000,-146.730999999999995,0.005000000000000,0.004000000000000,0.014000000000000,36.823999999999998,36.706000000000003,38.686000000000000,25.206000000000000,0.725000000000000,1,,,,,48.902589999999996,8.148470000000000,20,plitt-2707,file:///P:/aktiv/2021_DFG_NSFC_Econnect/200%20Data%20Acquisition/240%20Fieldwork/data/plittersdorf/flowtracker2/merged_flowtracker_dgps/plitt-2707.csv?type=csv&maxFields=10000&detectTypes=yes&xField=x-gk-z3&yField=y-gk-z3&crs=EPSG:5683&spatialIndex=no&su,0.2288165204,33.4122719839,48.4122719839,-18.4122719839,0.00011850
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00011050
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00010100
