,Unnamed: 0_slurp,sample,Profile ID,profile_location,samp_method,date,lat,lon,d10,d16,d25,d30,d50,d60,d75,d84,d90,Mean Grain Size dm [mm],Geometrical mean dg [mm],Sorting Index 1 ds,Fredle - Index,Grain Size std,Geometric Standard Deviation,Skewness,Kurtosis,Coefficient of uniformity - Cu,Curvature coefficient - Cc,Carling and Reader (1982) [Porosity],Wu and Wang (2006) [Porosity],Wooster et al. (2008) [Porosity],Frings et al. (2011)  [Porosity],User input [Porosity],Carling and Reader (1982) [Estimated kf],Wu and Wang (2006) [Estimated kf],Wooster et al. (2008) [Estimated kf]_slurp,Frings et al. (2011)  [Estimated kf],User input [Estimated kf],250,125,63,31.5,16,8,4,2,1,0.5,0.25,0.125,0.063,0.031,0.0039,6.00E-05,dp_position,H_m,depth_slurp,comment,slurp_rate1,slurp_rate2,slurp_rate3,slurp_rate4,slurp_rate_final,wl,wl_stick,z_bed,z_watersurface,lz,operator,Unnamed: 0_kf,site_name,depth_kf,depth_sat_zone,wl_only_unsat,Wooster et al. (2008) [Estimated kf]_kf
38,41,B-2,B,2,FC,27.07.2022,8.148716353,48.90270238,0.317647059,0.984782609,5.963768116,8,13.89252949,17.38238573,24.66583055,29.03589744,34.16775244,17.24909676,5.347340163,5.429970144,0.984782609,18.36883863,2.472277681,5.515060121,62.68074182,54.72232545,11.59112935,0.235152572,0.250843164,0.200637577,0.205927822,,4.12E-05,5.21E-05,2.34E-05,2.57E-05,,100,100,100,89.0747331,57.15302491,30,20.17793594,20.07117438,16.04982206,14.41281139,8.362989324,2.526690391,0.996441281,0,0,0,11,0.47,0.22,,4.57,4.36,,,4.465,0.06,,,,0.28,,41,B,0.22,0.22,,0.001111098
39,40,B-2,B,2,FC,27.07.2022,8.148716353,48.90270238,0.317647059,0.984782609,5.963768116,8,13.89252949,17.38238573,24.66583055,29.03589744,34.16775244,17.24909676,5.347340163,5.429970144,0.984782609,18.36883863,2.472277681,5.515060121,62.68074182,54.72232545,11.59112935,0.235152572,0.250843164,0.200637577,0.205927822,,4.12E-05,5.21E-05,2.34E-05,2.57E-05,,100,100,100,89.0747331,57.15302491,30,20.17793594,20.07117438,16.04982206,14.41281139,8.362989324,2.526690391,0.996441281,0,0,0,9,0.47,0.28,,5.18,4.94,,,5.06,0.06,,,,0.34,,40,B,0.28,0.28,,0.001074736
40,39,B-2,B,2,FC,27.07.2022,8.148716353,48.90270238,0.317647059,0.984782609,5.963768116,8,13.89252949,17.38238573,24.66583055,29.03589744,34.16775244,17.24909676,5.347340163,5.429970144,0.984782609,18.36883863,2.472277681,5.515060121,62.68074182,54.72232545,11.59112935,0.235152572,0.250843164,0.200637577,0.205927822,,4.12E-05,5.21E-05,2.34E-05,2.57E-05,,100,100,100,89.0747331,57.15302491,30,20.17793594,20.07117438,16.04982206,14.41281139,8.362989324,2.526690391,0.996441281,0,0,0,7,0.47,0.34,,6.45,6.38,,,6.415,0.06,,,,0.4,,39,B,0.34,0.34,,0.001121747
41,38,B-2,B,2,FC,27.07.2022,8.148716353,48.90270238,0.317647059,0.984782609,5.963768116,8,13.89252949,17.38238573,24.66583055,29.03589744,34.16775244,17.24909676,5.347340163,5.429970144,0.984782609,18.36883863,2.472277681,5.515060121,62.68074182,54.72232545,11.59112935,0.235152572,0.250843164,0.200637577,0.205927822,,4.12E-05,5.21E-05,2.34E-05,2.57E-05,,100,100,100,89.0747331,57.15302491,30,20.17793594,20.07117438,16.04982206,14.41281139,8.362989324,2.526690391,0.996441281,0,0,0,5,0.47,0.4,,4.69,4.8,,,4.745,0.06,,,,0.46,,38,B,0.4,0.4,,0.000834376
42,37,B-2,B,2,FC,27.07.2022,8.148716353,48.90270238,0.317647059,0.984782609,5.963768116,8,13.89252949,17.38238573,24.66583055,29.03589744,34.16775244,17.24909676,5.347340163,5.429970144,0.984782609,18.36883863,2.472277681,5.515060121,62.68074182,54.72232545,11.59112935,0.235152572,0.250843164,0.200637577,0.205927822,,4.12E-05,5.21E-05,2.34E-05,2.57E-05,,100,100,100,89.0747331,57.15302491,30,20.17793594,20.07117438,16.04982206,14.41281139,8.362989324,2.526690391,0.996441281,0,0,0,3,0.47,0.46,,4.11,4,,,4.055,0.06,,,,0.52,,37,B,0.46,0.46,,0.000577317
43,36,B-2,B,2,FC,27.07.2022,8.148716353,48.90270238,0.317647059,0.984782609,5.963768116,8,13.89252949,17.38238573,24.66583055,29.03589744,34.16775244,17.24909676,5.347340163,5.429970144,0.984782609,18.36883863,2.472277681,5.515060121,62.68074182,54.72232545,11.59112935,0.235152572,0.250843164,0.200637577,0.205927822,,4.12E-05,5.21E-05,2.34E-05,2.57E-05,,100,100,100,89.0747331,57.15302491,30,20.17793594,20.07117438,16.04982206,14.41281139,8.362989324,2.526690391,0.996441281,0,0,0,1,0.47,0.52,,2.89,2.87,,,2.88,0.06,,,,0.58,,36,B,0.52,0.52,,0.000367243
44,52,B-3,B,3,FC,27.07.2022,8.148694988,48.90270829,0.6075,5.048549618,8.538461538,10.06153846,16.2252422,20.68503767,27.37473089,31.38854682,43.00011876,20.08436257,12.58835319,2.493459339,5.048549618,18.94156777,2.235189556,4.874959792,52.47901426,34.04944473,8.05612479,0.226543285,0.246968226,0.223597924,0.215372243,,5.48E-05,7.49E-05,5.23E-05,4.57E-05,,100,100,100,84.24990647,49.49494949,23.23232323,13.43060232,11.26075571,10.58735503,9.839132061,6.771417883,2.469135802,1.122334456,0,0,0,15,0.53,0.04,,,44.8,,,44.8,0.295,,,,0.335,,52,B,0.04,0.04,,0.008358355
45,51,B-3,B,3,FC,27.07.2022,8.148694988,48.90270829,0.6075,5.048549618,8.538461538,10.06153846,16.2252422,20.68503767,27.37473089,31.38854682,43.00011876,20.08436257,12.58835319,2.493459339,5.048549618,18.94156777,2.235189556,4.874959792,52.47901426,34.04944473,8.05612479,0.226543285,0.246968226,0.223597924,0.215372243,,5.48E-05,7.49E-05,5.23E-05,4.57E-05,,100,100,100,84.24990647,49.49494949,23.23232323,13.43060232,11.26075571,10.58735503,9.839132061,6.771417883,2.469135802,1.122334456,0,0,0,13,0.53,0.1,,44,44.7,,,44.35,0.295,,,,0.395,,51,B,0.1,0.1,,0.008102439
46,50,B-3,B,3,FC,27.07.2022,8.148694988,48.90270829,0.6075,5.048549618,8.538461538,10.06153846,16.2252422,20.68503767,27.37473089,31.38854682,43.00011876,20.08436257,12.58835319,2.493459339,5.048549618,18.94156777,2.235189556,4.874959792,52.47901426,34.04944473,8.05612479,0.226543285,0.246968226,0.223597924,0.215372243,,5.48E-05,7.49E-05,5.23E-05,4.57E-05,,100,100,100,84.24990647,49.49494949,23.23232323,13.43060232,11.26075571,10.58735503,9.839132061,6.771417883,2.469135802,1.122334456,0,0,0,12,0.53,0.13,,15,13.4,,,14.2,0.295,,,,0.425,,50,B,0.13,0.13,,0.00259553
47,49,B-3,B,3,FC,27.07.2022,8.148694988,48.90270829,0.6075,5.048549618,8.538461538,10.06153846,16.2252422,20.68503767,27.37473089,31.38854682,43.00011876,20.08436257,12.58835319,2.493459339,5.048549618,18.94156777,2.235189556,4.874959792,52.47901426,34.04944473,8.05612479,0.226543285,0.246968226,0.223597924,0.215372243,,5.48E-05,7.49E-05,5.23E-05,4.57E-05,,100,100,100,84.24990647,49.49494949,23.23232323,13.43060232,11.26075571,10.58735503,9.839132061,6.771417883,2.469135802,1.122334456,0,0,0,10,0.53,0.19,,2,,,,2,0.295,,,,0.485,,49,B,0.19,0.19,,0.000261854
48,48,B-3,B,3,FC,27.07.2022,8.148694988,48.90270829,0.6075,5.048549618,8.538461538,10.06153846,16.2252422,20.68503767,27.37473089,31.38854682,43.00011876,20.08436257,12.58835319,2.493459339,5.048549618,18.94156777,2.235189556,4.874959792,52.47901426,34.04944473,8.05612479,0.226543285,0.246968226,0.223597924,0.215372243,,5.48E-05,7.49E-05,5.23E-05,4.57E-05,,100,100,100,84.24990647,49.49494949,23.23232323,13.43060232,11.26075571,10.58735503,9.839132061,6.771417883,2.469135802,1.122334456,0,0,0,9,0.53,0.22,,6.69,5.11,,,5.9,0.295,,,,0.515,,48,B,0.22,0.22,,0.000839178
49,47,B-3,B,3,FC,27.07.2022,8.148694988,48.90270829,0.6075,5.048549618,8.538461538,10.06153846,16.2252422,20.68503767,27.37473089,31.38854682,43.00011876,20.08436257,12.58835319,2.493459339,5.048549618,18.94156777,2.235189556,4.874959792,52.47901426,34.04944473,8.05612479,0.226543285,0.246968226,0.223597924,0.215372243,,5.48E-05,7.49E-05,5.23E-05,4.57E-05,,100,100,100,84.24990647,49.49494949,23.23232323,13.43060232,11.26075571,10.58735503,9.839132061,6.771417883,2.469135802,1.122334456,0,0,0,7,0.53,0.28,,5.32,4.75,,,5.035,0.295,,,,0.575,,47,B,0.28,0.28,,0.000545265
50,46,B-3,B,3,FC,27.07.2022,8.148694988,48.90270829,0.6075,5.048549618,8.538461538,10.06153846,16.2252422,20.68503767,27.37473089,31.38854682,43.00011876,20.08436257,12.58835319,2.493459339,5.048549618,18.94156777,2.235189556,4.874959792,52.47901426,34.04944473,8.05612479,0.226543285,0.246968226,0.223597924,0.215372243,,5.48E-05,7.49E-05,5.23E-05,4.57E-05,,100,100,100,84.24990647,49.49494949,23.23232323,13.43060232,11.26075571,10.58735503,9.839132061,6.771417883,2.469135802,1.122334456,0,0,0,5,0.53,0.34,,2.65,1.03,,,1.84,0.295,,,,0.635,,46,B,0.34,0.34,,0.000206927
51,45,B-3,B,3,FC,27.07.2022,8.148694988,48.90270829,0.6075,5.048549618,8.538461538,10.06153846,16.2252422,20.68503767,27.37473089,31.38854682,43.00011876,20.08436257,12.58835319,2.493459339,5.048549618,18.94156777,2.235189556,4.874959792,52.47901426,34.04944473,8.05612479,0.226543285,0.246968226,0.223597924,0.215372243,,5.48E-05,7.49E-05,5.23E-05,4.57E-05,,100,100,100,84.24990647,49.49494949,23.23232323,13.43060232,11.26075571,10.58735503,9.839132061,6.771417883,2.469135802,1.122334456,0,0,0,3,0.53,0.4,,8.95,,,,8.95,0.295,,,,0.695,,45,B,0.4,0.4,,0.000947046
52,44,B-3,B,3,FC,27.07.2022,8.148694988,48.90270829,0.6075,5.048549618,8.538461538,10.06153846,16.2252422,20.68503767,27.37473089,31.38854682,43.00011876,20.08436257,12.58835319,2.493459339,5.048549618,18.94156777,2.235189556,4.874959792,52.47901426,34.04944473,8.05612479,0.226543285,0.246968226,0.223597924,0.215372243,,5.48E-05,7.49E-05,5.23E-05,4.57E-05,,100,100,100,84.24990647,49.49494949,23.23232323,13.43060232,11.26075571,10.58735503,9.839132061,6.771417883,2.469135802,1.122334456,0,0,0,1,0.53,0.46,,1.97,1.49,1.36,,1.606666667,0.295,,,,0.755,,44,B,0.46,0.46,,0.000153705
53,60,B-4,B,4,FC,27.07.2022,8.148667641,48.90271324,2.419354839,5.289552239,8.653576438,10.1486676,16.17339494,20.19163424,26.21899319,29.83540856,36.43433544,19.26767322,12.56248193,2.374961312,5.289552239,18.00227938,1.993833404,5.651793807,65.64550228,8.345875486,2.108370915,0.226717991,0.24704686,0.24967229,0.228211824,,0.000101706,0.000138793,0.000144269,0.000104132,,100,100,100,88.14258912,49.5684803,22.81425891,12.75797373,9.268292683,8.292682927,7.392120075,4.652908068,1.538461538,0.712945591,0,0,0,15,0.54,0.03,,47.2,47.5,,,47.35,0.42,,,,0.45,,60,B,0.03,0.03,,0.006541264
54,59,B-4,B,4,FC,27.07.2022,8.148667641,48.90271324,2.419354839,5.289552239,8.653576438,10.1486676,16.17339494,20.19163424,26.21899319,29.83540856,36.43433544,19.26767322,12.56248193,2.374961312,5.289552239,18.00227938,1.993833404,5.651793807,65.64550228,8.345875486,2.108370915,0.226717991,0.24704686,0.24967229,0.228211824,,0.000101706,0.000138793,0.000144269,0.000104132,,100,100,100,88.14258912,49.5684803,22.81425891,12.75797373,9.268292683,8.292682927,7.392120075,4.652908068,1.538461538,0.712945591,0,0,0,13,0.54,0.09,,43.8,46.9,,,45.35,0.42,,,,0.51,,59,B,0.09,0.09,,0.005514974
55,58,B-4,B,4,FC,27.07.2022,8.148667641,48.90271324,2.419354839,5.289552239,8.653576438,10.1486676,16.17339494,20.19163424,26.21899319,29.83540856,36.43433544,19.26767322,12.56248193,2.374961312,5.289552239,18.00227938,1.993833404,5.651793807,65.64550228,8.345875486,2.108370915,0.226717991,0.24704686,0.24967229,0.228211824,,0.000101706,0.000138793,0.000144269,0.000104132,,100,100,100,88.14258912,49.5684803,22.81425891,12.75797373,9.268292683,8.292682927,7.392120075,4.652908068,1.538461538,0.712945591,0,0,0,11,0.54,0.15,,4.49,1.57,1.28,,1.425,0.42,,,,0.57,,58,B,0.15,0.15,,0.000193861
56,57,B-4,B,4,FC,27.07.2022,8.148667641,48.90271324,2.419354839,5.289552239,8.653576438,10.1486676,16.17339494,20.19163424,26.21899319,29.83540856,36.43433544,19.26767322,12.56248193,2.374961312,5.289552239,18.00227938,1.993833404,5.651793807,65.64550228,8.345875486,2.108370915,0.226717991,0.24704686,0.24967229,0.228211824,,0.000101706,0.000138793,0.000144269,0.000104132,,100,100,100,88.14258912,49.5684803,22.81425891,12.75797373,9.268292683,8.292682927,7.392120075,4.652908068,1.538461538,0.712945591,0,0,0,9,0.54,0.21,,5.71,2.46,,,4.085,0.42,,,,0.63,,57,B,0.21,0.21,,0.000472701
57,56,B-4,B,4,FC,27.07.2022,8.148667641,48.90271324,2.419354839,5.289552239,8.653576438,10.1486676,16.17339494,20.19163424,26.21899319,29.83540856,36.43433544,19.26767322,12.56248193,2.374961312,5.289552239,18.00227938,1.993833404,5.651793807,65.64550228,8.345875486,2.108370915,0.226717991,0.24704686,0.24967229,0.228211824,,0.000101706,0.000138793,0.000144269,0.000104132,,100,100,100,88.14258912,49.5684803,22.81425891,12.75797373,9.268292683,8.292682927,7.392120075,4.652908068,1.538461538,0.712945591,0,0,0,7,0.54,0.27,,4.54,,,,4.54,0.42,,,,0.69,,56,B,0.27,0.27,,0.000481407
58,55,B-4,B,4,FC,27.07.2022,8.148667641,48.90271324,2.419354839,5.289552239,8.653576438,10.1486676,16.17339494,20.19163424,26.21899319,29.83540856,36.43433544,19.26767322,12.56248193,2.374961312,5.289552239,18.00227938,1.993833404,5.651793807,65.64550228,8.345875486,2.108370915,0.226717991,0.24704686,0.24967229,0.228211824,,0.000101706,0.000138793,0.000144269,0.000104132,,100,100,100,88.14258912,49.5684803,22.81425891,12.75797373,9.268292683,8.292682927,7.392120075,4.652908068,1.538461538,0.712945591,0,0,0,5,0.54,0.33,,12.7,5.44,,,9.07,0.42,,,,0.75,,55,B,0.33,0.33,,0.000887014
59,54,B-4,B,4,FC,27.07.2022,8.148667641,48.90271324,2.419354839,5.289552239,8.653576438,10.1486676,16.17339494,20.19163424,26.21899319,29.83540856,36.43433544,19.26767322,12.56248193,2.374961312,5.289552239,18.00227938,1.993833404,5.651793807,65.64550228,8.345875486,2.108370915,0.226717991,0.24704686,0.24967229,0.228211824,,0.000101706,0.000138793,0.000144269,0.000104132,,100,100,100,88.14258912,49.5684803,22.81425891,12.75797373,9.268292683,8.292682927,7.392120075,4.652908068,1.538461538,0.712945591,0,0,0,3,0.54,0.39,,12.5,17.6,,,15.05,0.42,,,,0.81,,54,B,0.39,0.39,,0.00136528
60,53,B-4,B,4,FC,27.07.2022,8.148667641,48.90271324,2.419354839,5.289552239,8.653576438,10.1486676,16.17339494,20.19163424,26.21899319,29.83540856,36.43433544,19.26767322,12.56248193,2.374961312,5.289552239,18.00227938,1.993833404,5.651793807,65.64550228,8.345875486,2.108370915,0.226717991,0.24704686,0.24967229,0.228211824,,0.000101706,0.000138793,0.000144269,0.000104132,,100,100,100,88.14258912,49.5684803,22.81425891,12.75797373,9.268292683,8.292682927,7.392120075,4.652908068,1.538461538,0.712945591,0,0,0,1,0.54,0.45,,12.5,7.74,,,10.12,0.42,,,,0.87,,53,B,0.45,0.45,,0.000799175
61,66,C-1,C,1,FC,26.07.2022,8.14882992,48.90285891,0.425,4.513361702,9.121311475,11.23672131,19.84771127,24.2493838,30.85189261,41.57833992,49.61146245,22.81467455,13.69883524,3.035173369,4.513361702,20.31085065,2.396952481,3.794913644,37.25307147,57.05737365,12.25150897,0.215776329,0.24212202,0.2076645,0.20702397,,4.37E-05,6.61E-05,3.82E-05,3.77E-05,,100,100,100,76.47241166,41.25852449,22.34965902,15.06509609,14.29014259,13.01921885,11.65530068,6.137631742,2.169869808,1.177929324,0,0,0,8,0.18,0.6,,4.18,4.63,,,4.405,-0.466833333,,109.082,108.6151667,0.133166667,,66,C,0.6,0.133166667,-0.466833333,0.002405803
62,65,C-1,C,1,FC,26.07.2022,8.14882992,48.90285891,0.425,4.513361702,9.121311475,11.23672131,19.84771127,24.2493838,30.85189261,41.57833992,49.61146245,22.81467455,13.69883524,3.035173369,4.513361702,20.31085065,2.396952481,3.794913644,37.25307147,57.05737365,12.25150897,0.215776329,0.24212202,0.2076645,0.20702397,,4.37E-05,6.61E-05,3.82E-05,3.77E-05,,100,100,100,76.47241166,41.25852449,22.34965902,15.06509609,14.29014259,13.01921885,11.65530068,6.137631742,2.169869808,1.177929324,0,0,0,7,0.18,0.63,,7.96,6.83,,,7.395,-0.466833333,,109.082,108.6151667,0.163166667,,65,C,0.63,0.163166667,-0.466833333,0.003474053
63,63,C-1,C,1,FC,26.07.2022,8.14882992,48.90285891,0.425,4.513361702,9.121311475,11.23672131,19.84771127,24.2493838,30.85189261,41.57833992,49.61146245,22.81467455,13.69883524,3.035173369,4.513361702,20.31085065,2.396952481,3.794913644,37.25307147,57.05737365,12.25150897,0.215776329,0.24212202,0.2076645,0.20702397,,4.37E-05,6.61E-05,3.82E-05,3.77E-05,,100,100,100,76.47241166,41.25852449,22.34965902,15.06509609,14.29014259,13.01921885,11.65530068,6.137631742,2.169869808,1.177929324,0,0,0,5,0.18,0.69,,5.63,15.3,,,15.3,-0.466833333,,109.082,108.6151667,0.223166667,,63,C,0.69,0.223166667,-0.466833333,0.004774414
64,64,C-1,C,1,FC,26.07.2022,8.14882992,48.90285891,0.425,4.513361702,9.121311475,11.23672131,19.84771127,24.2493838,30.85189261,41.57833992,49.61146245,22.81467455,13.69883524,3.035173369,4.513361702,20.31085065,2.396952481,3.794913644,37.25307147,57.05737365,12.25150897,0.215776329,0.24212202,0.2076645,0.20702397,,4.37E-05,6.61E-05,3.82E-05,3.77E-05,,100,100,100,76.47241166,41.25852449,22.34965902,15.06509609,14.29014259,13.01921885,11.65530068,6.137631742,2.169869808,1.177929324,0,0,0,4,0.18,0.72,,15.9,20.3,,,18.1,-0.466833333,,109.082,108.6151667,0.253166667,,64,C,0.72,0.253166667,-0.466833333,0.004936102
65,62,C-1,C,1,FC,26.07.2022,8.14882992,48.90285891,0.425,4.513361702,9.121311475,11.23672131,19.84771127,24.2493838,30.85189261,41.57833992,49.61146245,22.81467455,13.69883524,3.035173369,4.513361702,20.31085065,2.396952481,3.794913644,37.25307147,57.05737365,12.25150897,0.215776329,0.24212202,0.2076645,0.20702397,,4.37E-05,6.61E-05,3.82E-05,3.77E-05,,100,100,100,76.47241166,41.25852449,22.34965902,15.06509609,14.29014259,13.01921885,11.65530068,6.137631742,2.169869808,1.177929324,0,0,0,3,0.18,0.75,,13.3,15.1,,,14.2,-0.466833333,,109.082,108.6151667,0.283166667,,62,C,0.75,0.283166667,-0.466833333,0.003416509
66,61,C-1,C,1,FC,26.07.2022,8.14882992,48.90285891,0.425,4.513361702,9.121311475,11.23672131,19.84771127,24.2493838,30.85189261,41.57833992,49.61146245,22.81467455,13.69883524,3.035173369,4.513361702,20.31085065,2.396952481,3.794913644,37.25307147,57.05737365,12.25150897,0.215776329,0.24212202,0.2076645,0.20702397,,4.37E-05,6.61E-05,3.82E-05,3.77E-05,,100,100,100,76.47241166,41.25852449,22.34965902,15.06509609,14.29014259,13.01921885,11.65530068,6.137631742,2.169869808,1.177929324,0,0,0,1,0.18,0.81,,2.53,3.45,,,2.99,-0.466833333,,109.082,108.6151667,0.343166667,,61,C,0.81,0.343166667,-0.466833333,0.000601326
67,73,C-2,C,2,FC,26.07.2022,8.148810906,48.90287014,0.419607843,3.802962963,6.933333333,8.613664596,15.44099379,19.76522199,26.51902748,30.57131078,40.39895561,18.95365394,10.78246552,2.835280181,3.802962963,18.85546207,2.325957541,5.011429407,54.58202865,47.10403371,8.946035563,0.229260775,0.248191347,0.214512602,0.212048861,,5.17E-05,6.90E-05,4.08E-05,3.92E-05,,100,100,100,86.06259098,51.63755459,28.20232897,16.19359534,14.22852984,13.4279476,11.79039301,6.222707424,2.328966521,1.091703057,0,0,0,15,0.55,0.02,,8.3,12.5,,,10.4,0.04,,,,0.06,,73,C,0.02,0.02,,0.009906222
68,72,C-2,C,2,FC,26.07.2022,8.148810906,48.90287014,0.419607843,3.802962963,6.933333333,8.613664596,15.44099379,19.76522199,26.51902748,30.57131078,40.39895561,18.95365394,10.78246552,2.835280181,3.802962963,18.85546207,2.325957541,5.011429407,54.58202865,47.10403371,8.946035563,0.229260775,0.248191347,0.214512602,0.212048861,,5.17E-05,6.90E-05,4.08E-05,3.92E-05,,100,100,100,86.06259098,51.63755459,28.20232897,16.19359534,14.22852984,13.4279476,11.79039301,6.222707424,2.328966521,1.091703057,0,0,0,13,0.55,0.08,,10.3,,,,10.3,0.04,,,,0.12,,72,C,0.08,0.08,,0.006391205
69,71,C-2,C,2,FC,26.07.2022,8.148810906,48.90287014,0.419607843,3.802962963,6.933333333,8.613664596,15.44099379,19.76522199,26.51902748,30.57131078,40.39895561,18.95365394,10.78246552,2.835280181,3.802962963,18.85546207,2.325957541,5.011429407,54.58202865,47.10403371,8.946035563,0.229260775,0.248191347,0.214512602,0.212048861,,5.17E-05,6.90E-05,4.08E-05,3.92E-05,,100,100,100,86.06259098,51.63755459,28.20232897,16.19359534,14.22852984,13.4279476,11.79039301,6.222707424,2.328966521,1.091703057,0,0,0,11,0.55,0.14,,3.36,3.05,,,3.205,0.04,,,,0.18,,71,C,0.14,0.14,,0.001243271
70,70,C-2,C,2,FC,26.07.2022,8.148810906,48.90287014,0.419607843,3.802962963,6.933333333,8.613664596,15.44099379,19.76522199,26.51902748,30.57131078,40.39895561,18.95365394,10.78246552,2.835280181,3.802962963,18.85546207,2.325957541,5.011429407,54.58202865,47.10403371,8.946035563,0.229260775,0.248191347,0.214512602,0.212048861,,5.17E-05,6.90E-05,4.08E-05,3.92E-05,,100,100,100,86.06259098,51.63755459,28.20232897,16.19359534,14.22852984,13.4279476,11.79039301,6.222707424,2.328966521,1.091703057,0,0,0,7,0.55,0.26,,1.3,1.2,,,1.25,0.04,,,,0.3,,70,C,0.26,0.26,,0.000267618
71,69,C-2,C,2,FC,26.07.2022,8.148810906,48.90287014,0.419607843,3.802962963,6.933333333,8.613664596,15.44099379,19.76522199,26.51902748,30.57131078,40.39895561,18.95365394,10.78246552,2.835280181,3.802962963,18.85546207,2.325957541,5.011429407,54.58202865,47.10403371,8.946035563,0.229260775,0.248191347,0.214512602,0.212048861,,5.17E-05,6.90E-05,4.08E-05,3.92E-05,,100,100,100,86.06259098,51.63755459,28.20232897,16.19359534,14.22852984,13.4279476,11.79039301,6.222707424,2.328966521,1.091703057,0,0,0,5,0.55,0.32,,3.12,2.4,,,2.76,0.04,,,,0.36,,69,C,0.32,0.32,,0.000491369
72,68,C-2,C,2,FC,26.07.2022,8.148810906,48.90287014,0.419607843,3.802962963,6.933333333,8.613664596,15.44099379,19.76522199,26.51902748,30.57131078,40.39895561,18.95365394,10.78246552,2.835280181,3.802962963,18.85546207,2.325957541,5.011429407,54.58202865,47.10403371,8.946035563,0.229260775,0.248191347,0.214512602,0.212048861,,5.17E-05,6.90E-05,4.08E-05,3.92E-05,,100,100,100,86.06259098,51.63755459,28.20232897,16.19359534,14.22852984,13.4279476,11.79039301,6.222707424,2.328966521,1.091703057,0,0,0,3,0.55,0.38,,2.84,2.83,,,2.835,0.04,,,,0.42,,68,C,0.38,0.38,,0.000431835
73,67,C-2,C,2,FC,26.07.2022,8.148810906,48.90287014,0.419607843,3.802962963,6.933333333,8.613664596,15.44099379,19.76522199,26.51902748,30.57131078,40.39895561,18.95365394,10.78246552,2.835280181,3.802962963,18.85546207,2.325957541,5.011429407,54.58202865,47.10403371,8.946035563,0.229260775,0.248191347,0.214512602,0.212048861,,5.17E-05,6.90E-05,4.08E-05,3.92E-05,,100,100,100,86.06259098,51.63755459,28.20232897,16.19359534,14.22852984,13.4279476,11.79039301,6.222707424,2.328966521,1.091703057,0,0,0,1,0.55,0.44,,2.1,3.03,,,2.565,0.04,,,,0.48,,67,C,0.44,0.44,,0.000341373
74,82,C-3,C,3,FC,26.07.2022,8.148789954,48.90287902,0.49464539,4.543055118,7.221653543,8.665854109,14.25004617,17.77063968,24.88645749,29.15594818,34.51586124,17.8770019,11.50899994,2.533317259,4.543055118,18.07145937,2.204269308,5.736560504,66.2855386,35.92601899,8.543301233,0.233723959,0.250200169,0.226779915,0.217826339,,5.89E-05,7.55E-05,5.29E-05,4.58E-05,,100,100,100,88.94121382,56.26752738,27.61521774,14.17535319,12.71495846,10.8365522,10.07989841,6.349542304,2.539816922,1.164082756,0,0,0,15,0.54,0.03,,43.8,43.3,,,43.55,0.35,,,,0.38,,82,C,0.03,0.03,,0.007147279
75,81,C-3,C,3,FC,26.07.2022,8.148789954,48.90287902,0.49464539,4.543055118,7.221653543,8.665854109,14.25004617,17.77063968,24.88645749,29.15594818,34.51586124,17.8770019,11.50899994,2.533317259,4.543055118,18.07145937,2.204269308,5.736560504,66.2855386,35.92601899,8.543301233,0.233723959,0.250200169,0.226779915,0.217826339,,5.89E-05,7.55E-05,5.29E-05,4.58E-05,,100,100,100,88.94121382,56.26752738,27.61521774,14.17535319,12.71495846,10.8365522,10.07989841,6.349542304,2.539816922,1.164082756,0,0,0,13,0.54,0.09,,11.9,5.81,1.64,,1.64,0.35,,,,0.44,,81,C,0.09,0.09,,0.000265029
76,80,C-3,C,3,FC,26.07.2022,8.148789954,48.90287902,0.49464539,4.543055118,7.221653543,8.665854109,14.25004617,17.77063968,24.88645749,29.15594818,34.51586124,17.8770019,11.50899994,2.533317259,4.543055118,18.07145937,2.204269308,5.736560504,66.2855386,35.92601899,8.543301233,0.233723959,0.250200169,0.226779915,0.217826339,,5.89E-05,7.55E-05,5.29E-05,4.58E-05,,100,100,100,88.94121382,56.26752738,27.61521774,14.17535319,12.71495846,10.8365522,10.07989841,6.349542304,2.539816922,1.164082756,0,0,0,11,0.54,0.15,,2.62,1.84,,,2.23,0.35,,,,0.5,,80,C,0.15,0.15,,0.000302605
77,79,C-3,C,3,FC,26.07.2022,8.148789954,48.90287902,0.49464539,4.543055118,7.221653543,8.665854109,14.25004617,17.77063968,24.88645749,29.15594818,34.51586124,17.8770019,11.50899994,2.533317259,4.543055118,18.07145937,2.204269308,5.736560504,66.2855386,35.92601899,8.543301233,0.233723959,0.250200169,0.226779915,0.217826339,,5.89E-05,7.55E-05,5.29E-05,4.58E-05,,100,100,100,88.94121382,56.26752738,27.61521774,14.17535319,12.71495846,10.8365522,10.07989841,6.349542304,2.539816922,1.164082756,0,0,0,9,0.54,0.21,,4.25,3.02,,,3.635,0.35,,,,0.56,,79,C,0.21,0.21,,0.000456676
